_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Format,rtable_Pages,rtable_Rating,match
98,232,885,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,Paperback,340,5,Lightning Returns: Final Fantasy XIII: The Complete Official Guide - Collector's Edition,Piggyback,Piggyback,Hardcover,352,4.38,0
202,232,1866,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,Paperback,340,5,Final Fantasy X: The Official Strategy Guide,Piggyback,Piggyback Interactive,Paperback,228,4.43,0
67,244,612,The Rampart Guards: Chronicle One in the Adventures of Jason Lex,Wendy Terrien,Camashea Press,Hardcover,284,4.6,The Rampart Guards,Wendy Terrien,Camashea Press,Paperback,268,4.15,1
135,251,1230,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality,Violet Blue,Cleis Press,Hardcover,250,4.3,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality (Ultimate Guides Series),Violet Blue,Cleis Press,Paperback,250,3.96,1
133,251,1197,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality,Violet Blue,Cleis Press,Hardcover,250,4.3,Lips Like Sugar: Women's Erotic Fantasies,Violet Blue,Cleis Press,Paperback,200,3.32,0
186,251,1672,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality,Violet Blue,Cleis Press,Hardcover,250,4.3,Sweet Confessions: Erotic Fantasies for Couples,Violet Blue,Cleis Press,Paperback,224,3.88,0
359,337,2817,Tarzan of the Apes (Penguin Classics),Edgar Rice Burroughs,Penguin Classics,Hardcover,320,4.3,"Tarzan of the Apes (Fall River Press Edition): The Adventures of Lord Greystoke, Book One",Edgar Rice Burroughs,Fall River,Paperback,288,3.89,0
79,337,728,Tarzan of the Apes (Penguin Classics),Edgar Rice Burroughs,Penguin Classics,Hardcover,320,4.3,The Resurrection of Jimber Jaw (Fantasy & Horror Classics),Edgar Rice Burroughs,,Kindle Edition,,3.51,0
366,347,2847,Grimgar of Fantasy and Ash (Light Novel) Vol. 2,Ao Jyumonji,Seven Seas,Hardcover,280,4.3,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,Kindle Edition,280,4.1,1
312,347,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 2,Ao Jyumonji,Seven Seas,Hardcover,280,4.3,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,Kindle Edition,280,4.26,0
381,347,2888,Grimgar of Fantasy and Ash (Light Novel) Vol. 2,Ao Jyumonji,Seven Seas,Hardcover,280,4.3,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,Paperback,224,3.43,0
268,349,2377,Battle Mage,Peter Flannery,Blackheart Books,Hardcover,646,4.8,Battle Mage (An Epic Fantasy Adventure),Peter  Flannery,Blackheart Books,Kindle Edition,648,4.49,1
357,360,2807,Blackmark: An Epic Fantasy Adventure Sword and Highland Magic (The Kingsmen Chronicles) (Volume 1),Jean Lowe Carlson,Jean Lowe Carlson,Kindle,530,4.6,Blackmark (The Kingsmen Chronicles #1): An Epic Fantasy Adventure Sword and Highland Magic,Jean Lowe Carlson,Jean Lowe Carlson,Kindle Edition,531,4.48,1
174,365,1486,High Fantasy (The Feedback Loop) (Volume 3),Harmon Cooper,CreateSpace Independent Publishing Platform,Paperback,356,,High Fantasy,Harmon Cooper,Boycott Books,Kindle Edition,262,4.16,0
276,377,2418,Final Fantasy XIII: Complete Official Guide - Standard Edition,Piggyback,Piggyback,Hardcover,256,4.6,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,Paperback,304,4.36,0
425,378,695,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,Astonishing Fantasy Worlds: The Ultimate Guide to Drawing Adventure Fantasy Art,Christopher Hart,Watson-Guptill,Paperback,144,3.33,0
430,378,916,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,Fantasy Art Masters:  The Best Fantasy and Science Fiction Artists Show How They Work,Dick Jude,Watson-Guptill Publications,Paperback,144,3.93,0
436,378,1299,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,The Heart of Love: How to Go Beyond Fantasy to Find True Relationship Fulfillment,John F. Demartini,Hay House,Paperback,256,4.19,0
444,378,1709,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,Dragonart Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,Jessica Peffer,Impact,Paperback,128,4.37,0
450,378,2154,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,Writing Fantasy & Science Fiction: How to Create Out-Of-This-World Novels and Short Stories,Orson Scott Card,Writer's Digest Books,Paperback,406,3.97,0
453,378,2344,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,The Threesome Handbook: Make the Most of Your Favorite Fantasy - the Ultimate Guide for Tri-Curious Singles and Couples,Victoria Vantoch,Thunder's Mouth Press,Paperback,372,4.04,0
454,378,2386,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Mike Ashley,Peter Bedrick Books,Paperback,417,3.54,0
455,378,2420,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans,Adams Media,Paperback,256,3.92,0
456,378,2457,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,The Old Kingdom Chronicles: Bestselling fantasy series Sabriel; Lirael; Abhorsen with short story,Garth Nix,Allen & Unwin,Kindle Edition,1373,4.53,0
458,378,2506,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,"How to Draw Fantasy Creatures: Dragons, fairies, vampires and monsters in simple steps",Paul Bryn Davies,Search Press,Paperback,128,4.08,0
459,378,2608,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,Fantasy Art Now: The Very Best in Contemporary Fantasy Art  Illustration,Martin McKenna,Harper Design,Hardcover,192,4.07,0
462,378,2733,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,"Fantasy Freaks and Gaming Geeks: An Epic Quest for Reality Among Role Players, Online Gamers, and Other Dwellers of Imaginary Realms",Ethan Gilsdorf,Lyons Press,Hardcover,336,3.29,0
466,378,2882,"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,Hardcover,288,4.8,"Steampunk Style Jewelry: Victorian, Fantasy, and Mechanical Necklaces, Bracelets, and Earrings",Jean Campbell,Creative Publishing int'l,Paperback,144,3.73,0
192,379,1709,Dragonart: How to Draw Fantastic Dragons and Fantasy Creatures,"Jessica ""Neon Dragon"" Peffer",IMPACT Books,Paperback,128,4.6,Dragonart Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,Jessica Peffer,Impact,Paperback,128,4.37,1
480,386,98,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Making of Final Fantasy: The Spirits Within,Steven L. Kent,Brady Games,Hardcover,240,3.93,0
481,386,99,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Jan Messent's Knit a Fantasy Story,Jan Messent,Search Press,Paperback,96,3.75,0
482,386,103,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Facets of Fantasy: A Collection,Sarah Scheele,CreateSpace,,360,4.36,0
483,386,107,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen Brueggeman,Dolphins Publishing and Karen Brueggeman,Kindle Edition,48,4.49,0
489,386,148,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy: The Golden Age of Fantastic Illustration,Brigid Peppin,Watson-Guptill,Hardcover,191,4.45,0
491,386,168,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Drawing Mentor 14, Fantasy Drawing",Sarah Bowles,Amazon Digital Services,Kindle Edition,54,3.58,0
495,386,180,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Tales of Fantasy and Fact,Brander Matthews,,Kindle Edition,95,3.22,0
499,386,207,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Final Fantasy XII Limited Edition Guide,Wes Erhlichman,Bradygames,Leather Bound,176,4.03,0
500,386,208,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Empty Sleeve (Fantasy and Horror Classics),Algernon Blackwood,Fantasy and Horror Classics,Paperback,24,3.81,0
501,386,211,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Best Fantasy Stories of the Year, 1989",Orson Scott Card,Dercum Audio,Audio Cassette,,3.67,0
503,386,220,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Evil Origins: A Horror & Dark Fantasy Collection,J. Thorn,,Kindle Edition,897,3.6,0
508,386,282,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Mummy's Curse: the True History of a Dark Fantasy,Roger Luckhurst,Oxford University Press,Hardcover,321,3.53,0
509,386,284,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Hard Curves: The Fantasy Art of Julie Bell,Julie Bell,Running Press,Softcover,128,4.13,0
510,386,285,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Final Fantasy VII: Official Strategy Guide,David Cassady,Bradygames,Paperback,319,3.7,0
516,386,318,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,How to Draw Fantasy Characters,Christopher Hart,Watson-Guptill,Paperback,64,2.92,0
519,386,325,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Infernal Magic: An Urban Fantasy Novel,C.N. Crawford,Createspace Independent Publishing Platform,Paperback,308,4.05,0
524,386,357,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The Anatomy of National Fantasy: Hawthorne, Utopia, and Everyday Life",Lauren Berlant,University Of Chicago Press,Paperback,278,3.71,0
526,386,366,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Oz and Beyond: The Fantasy World of L. Frank Baum,Michael O. Riley,University Press of Kansas,Hardcover,288,3.78,0
530,386,400,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Dare: Sensual Tales of Fantasy & Suspense,Jenny Schwartz,Jenny Schwartz,Kindle Edition,300,3.88,0
531,386,407,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Dreamscapes Magical Menagerie: Creating Fantasy Creatures and Animals with Watercolor,Stephanie Pui-Mun Law,Impact,Paperback,176,4.69,0
537,386,478,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Fantasy Baseball Black Book 2017 Edition (Fantasy Black Book 10),Joe Pisapia,,Kindle Edition,182,3.88,0
538,386,484,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Fantasy Stories 8,Arthur W. Saha,DAW,Paperback,191,3.17,0
542,386,505,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Haunted Chamber (Fantasy and Horror Classics),Ann Radcliffe,Fantasy and Horror Classics,Paperback,22,4.25,0
543,386,506,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Idea of Galicia: History and Fantasy in Habsburg Political Culture,Larry Wolff,Stanford University Press,Hardcover,486,4.12,0
544,386,511,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Haunted House (Fantasy and Horror Classics),Charles Dickens,Fantasy and Horror Classics,Kindle Edition,40,3.14,0
554,386,549,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Creature Features: The Science Fiction, Fantasy, and Horror Movie Guide",John  Stanley,Berkley,Paperback,608,3.94,0
562,386,589,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Dragon Quest (Usborne Fantasy Adventure),Andy Dixon,,,,4.15,0
568,386,627,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fae Fatales: A Fantasy Noir Anthology,Jax Goss,Solarwyrm Press,Paperback,246,4.75,0
570,386,630,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Final Fantasy III Official Strategy Guide,Ken Schmidt,BradyGames,Paperback,176,4.21,0
571,386,634,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Lost Healer: A Fantasy of Love,Rachel  Robins,Createspace Independent Publishing Platform,Paperback,,3.65,0
574,386,659,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Over the Rim (A Fantasy Novella),Ripley Patton,Ripley Patton,Kindle Edition,68,4.29,0
575,386,665,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Morris-Jumel Mansion Anthology of Fantasy and Paranormal Fiction,Camilla Saly-Monzingo,Smashwords Edition,ebook,,3.75,0
582,386,729,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"The EC Archives: Weird Fantasy, Vol. 1",Al Feldstein,Dark Horse Books,Hardcover,216,4.34,0
586,386,740,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Art of the Dungeons and Dragons Fantasy Game,Margaret Weis,TSR,Paperback,127,4.12,0
589,386,772,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Body-Snatcher (Fantasy and Horror Classics),Robert Louis Stevenson,Fantasy and Horror Classics,ebook,34,3.42,0
594,386,813,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Why Fantasy Football Matters (And Our Lives Do Not),Erik Barmack,Gallery Books,Paperback,256,3.33,0
599,386,854,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Live The Fantasy- A Trilogy of Sexual Fantasies,Collette Thomas,Collette Thomas,Nook,0,3.8,0
601,386,878,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Blue Planet V2 Moderators Guide,Fantasy Flight Games,Fantasy Flight Games,Paperback,256,3.53,0
602,386,880,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,GURPS Fantasy: The Magical World of Yrth,Kirk Tate,Steve Jackson Games,Paperback,144,3.18,0
603,386,881,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,A Famous Broken Heart: A Fantasy Novel,Ann Druyan,Stonehill Publishers,Unknown Binding,113,3.88,0
604,386,893,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Winning Fantasy Baseball: Secret Strategies of a Nine-Time National Champion,Larry Schechter,Emerald Book Company,Paperback,360,3.57,0
608,386,918,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Evyione: Ocean Fantasy, Volume 2",Young-Hee Kim,Udon Entertainment,Paperback,200,3.84,0
615,386,955,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Tolkien's World: A Fantasy Coloring Book,Allan Curless,Thunder Bay Press,Paperback,96,4.24,0
623,386,1008,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Year's Best Science Fiction and Fantasy for Teens: First Annual Collection,Jane Yolen,Tor Books,Hardcover,288,3.64,0
626,386,1030,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Dead Smile (Fantasy and Horror Classics),Francis Marion Crawford,Fantasy and Horror Classics,Paperback,28,3.69,0
630,386,1073,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Fantasy & Science Fiction, January/February 2015",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,,3.92,0
631,386,1074,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Your Presidential Fantasy Dream Team,Daniel  O'Brien,Crown Books for Young Readers,Hardcover,272,4.07,0
632,386,1075,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Bewitching Embrace: Sensual Fantasy Romance,Sandra Ross,Sandra Ross,Kindle Edition,46,3.38,0
635,386,1084,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Secret of Fantasy Forest,Francine Pascal,Sweet Valley,Paperback,96,3.89,0
637,386,1087,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Best of Teresa Wentzler: Fantasy Collection,Teresa Wentzler,Oxmoor House,Paperback,97,4.61,0
639,386,1123,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Explorer's Guide to Drawing Fantasy Creatures,Emily Fiegenschuh,Impact,Hardcover,143,4.24,0
640,386,1128,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Tales Before Narnia: The Roots of Modern Fantasy and Science Fiction,Douglas A. Anderson,Del Rey,Paperback,352,3.71,0
646,386,1160,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Far Forests: Tales of Romance, Fantasy, and Suspense",Joan Aiken,Viking Children's Books,Hardcover,154,3.65,0
650,386,1184,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The Complete Guide to Writing Fantasy: The Author's Grimoire,Valerie Griswold-Ford,Dragon Moon Press,Paperback,268,3.71,0
652,386,1190,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,The King of Fools (and Other Fantasy Tales),M.R. Mathias,,Kindle Edition,,3.52,0
657,386,1258,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,Fantasy Art Collection: Pure Inspiration's,Robert Becker,All American Crafts Publishing,Hardcover,200,4.63,0
658,386,1260,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,Kindle,361,4.9,"Through His Eyes (Fantasy Isle, #1)",Michelle Hughes,Tears of Crimson Publishing,Kindle Edition,200,3.99,0
