,docID,position,term,label_x,term_before_x,term_after_x,inPrefixSuffix,tf,idf,isCapitalized,hasDescriptivePrefix,hasDescriptiveSuffix,hasIngredient,pred_label,actual_label,true=pred
65,8,36,coffee and,False,ice,really,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
66,8,36,and,False,coffee,really,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
67,8,36,ice coffee and,False,an,really,0.0,1,1.0,False,0,0,0,False,False,True
68,11,15,dim,False,for,sum,0.0,2,0.2,False,0,0,0,False,False,True
69,11,23,type,False,pushing,of,0.0,1,0.2,False,0,0,0,False,False,True
70,11,25,dim,False,of,sum,0.0,2,0.2,False,0,0,0,False,False,True
71,11,34,Dim,False,sheet,sum,0.0,1,1.0,True,0,0,0,False,False,True
72,11,39,and,False,bad,not,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
73,11,48,scene,False,dinner,Their,0.0,1,1.0,False,0,0,0,False,False,True
74,11,51,set dinner,False,Their,menu,0.0,1,1.0,False,0,0,0,False,False,True
75,11,60,dish,False,a,menu,0.0,1,0.05263157894736842,False,0,0,0,False,False,True
76,11,62,and,False,menu,its,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
77,11,72,leftovers,False,with,Overall,0.0,1,1.0,False,0,0,0,False,False,True
78,11,74,food,False,Overall,is,0.0,1,0.0054054054054054074,False,0,0,0,False,False,True
79,12,7,calamari,True,the,duck,1.0,1,0.5,False,0,0,0,True,True,True
80,12,8,duck,False,calamari,confit,0.0,1,0.2,False,0,0,0,False,False,True
81,12,9,duck confit,False,calamari,poutine,0.0,1,1.0,False,0,0,0,False,False,True
82,12,9,calamari duck confit,False,the,poutine,0.0,1,1.0,False,0,0,0,False,False,True
83,12,10,confit poutine,False,duck,and,0.0,1,1.0,False,0,0,0,False,False,True
84,12,10,poutine,False,confit,and,0.0,1,0.07142857142857142,False,0,0,0,False,False,True
85,12,10,duck confit poutine,True,calamari,and,1.0,1,1.0,False,0,0,0,True,True,True
86,12,11,confit poutine and,False,duck,the,0.0,1,1.0,False,0,0,0,False,False,True
87,12,11,poutine and,False,confit,the,0.0,1,0.5,False,0,0,0,False,False,True
88,12,13,trout,False,the,fish,0.0,1,1.0,False,0,0,0,False,False,True
89,12,14,fish,False,trout,with,0.0,1,0.125,False,0,0,0,False,False,True
90,12,16,miso,False,with,soba,0.0,1,1.0,False,0,0,0,False,False,True
91,12,17,miso soba,True,with,all,0.0,1,1.0,False,0,0,0,False,True,False
92,12,17,soba,False,miso,all,0.0,1,1.0,False,0,0,0,False,False,True
93,14,22,birthday,False,her,We,0.0,1,0.125,False,0,0,0,False,False,True
94,14,29,and,False,seven,based,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
95,14,50,Food,False,five,was,0.0,1,0.16666666666666666,True,0,0,0,False,False,True
96,14,62,dishes,False,the,had,1.0,1,0.0625,False,0,0,0,False,False,True
97,14,79,catching,False,for,up,0.0,1,1.0,False,0,0,0,False,False,True
98,14,81,talking,False,up,Not,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
99,14,95,restrictions,False,vegan,Interesting,0.0,1,0.5,False,0,0,0,False,False,True
100,16,7,montrealI,False,in,was,0.0,1,1.0,True,0,0,0,False,False,True
101,16,10,Mtl,False,in,for,0.0,1,1.0,True,0,0,0,False,False,True
102,16,14,and,False,weekend,wind,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
103,16,15,wind,False,and,up,0.0,1,0.25,False,0,0,0,False,False,True
104,16,15,and wind,False,weekend,up,0.0,1,1.0,False,0,0,0,False,False,True
105,16,17,eating,False,up,here,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
106,16,23,sandwiches,True,rowThe,here,1.0,1,0.25,False,0,0,0,False,True,False
107,16,26,unbelieveable,False,are,The,0.0,1,1.0,False,0,1,0,False,False,True
108,16,28,smoked,False,The,meat,0.0,1,0.2,False,0,0,0,False,False,True
109,16,29,meat,True,smoked,is,1.0,2,0.030303030303030307,False,0,0,0,True,True,True
110,16,33,and,False,tasty,salty,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
111,16,34,and salty,False,tasty,but,0.0,1,0.5,False,0,0,0,False,False,True
112,16,39,bread,True,The,definitely,1.0,1,0.04,False,1,0,0,True,True,True
113,16,41,complements,False,definitely,the,0.0,1,1.0,False,0,0,0,False,False,True
114,16,43,meat,True,the,Not,0.0,2,0.030303030303030307,False,0,0,0,False,True,False
115,16,60,leave,False,to,a,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
116,16,71,and,False,out,the,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
117,19,4,burger,True,a,as,1.0,2,0.037037037037037035,False,0,0,0,True,True,True
118,19,14,burgers,True,good,and,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
119,19,15,burgers and,False,good,people,0.0,1,1.0,False,0,0,0,False,False,True
120,19,15,and,False,burgers,people,0.0,1,0.0010050251256281408,False,1,0,0,False,False,True
121,19,27,burger,True,a,run,1.0,2,0.037037037037037035,False,0,0,0,True,True,True
122,19,40,says,False,everyone,it,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
123,19,47,veggie,True,the,option,1.0,1,0.125,False,0,0,0,True,True,True
124,19,55,pricy,False,little,for,0.0,1,0.5,False,0,0,0,False,False,True
125,20,16,and,False,friend,I,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
126,20,31,felt,False,it,like,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
127,20,62,ginger,False,a,beer,0.0,1,0.5,False,0,0,1,False,False,True
128,20,63,beer,False,ginger,which,0.0,1,0.08333333333333333,False,0,0,0,False,False,True
129,20,96,vegetarian,False,no,options,0.0,3,0.041666666666666664,False,0,0,0,False,False,True
130,20,98,except,False,options,for,0.0,1,0.25,False,0,0,0,False,False,True
131,20,103,noodle,True,cold,the,0.0,1,0.05882352941176471,False,0,0,0,False,True,False
132,20,105,mushroom,False,the,bun,0.0,1,0.125,False,0,0,0,False,False,True
133,20,109,vegetarian,False,not,The,0.0,3,0.041666666666666664,False,0,0,0,False,False,True
134,20,111,pork,False,The,belly,0.0,1,0.037037037037037035,False,0,0,0,False,False,True
135,20,112,belly,False,pork,bun,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
136,20,112,pork belly,False,The,bun,0.0,1,0.2,False,0,0,0,False,False,True
137,20,113,pork belly bun,True,The,was,1.0,1,1.0,False,0,0,0,True,True,True
138,20,113,belly bun,False,pork,was,1.0,1,1.0,False,0,0,0,False,False,True
139,20,113,bun,True,belly,was,1.0,4,0.14285714285714285,False,0,0,0,True,True,True
140,20,124,bun,True,the,For,1.0,4,0.14285714285714285,False,0,0,0,True,True,True
141,20,133,bun,True,the,plain,1.0,4,0.14285714285714285,False,0,0,0,True,True,True
142,20,134,bun plain,False,the,so,1.0,1,1.0,False,0,0,0,False,False,True
143,20,142,and,False,well,they,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
144,20,150,plain,False,us,with,0.0,2,0.2,False,0,0,0,False,False,True
145,20,153,sauce,True,no,no,1.0,1,0.021739130434782608,False,0,0,0,True,True,True
146,20,155,kimchi,True,no,The,1.0,1,0.3333333333333333,False,0,0,0,True,True,True
147,20,157,Momofuko,False,The,ramen,0.0,2,0.5,True,0,0,0,False,False,True
148,20,158,ramen,True,Momofuko,was,1.0,2,0.14285714285714285,False,0,0,0,True,True,True
149,20,160,awful,False,was,It,0.0,1,0.5,False,0,0,0,False,False,True
150,20,164,and,False,bland,mushy,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
151,20,172,handle,False,couldnt,eating,0.0,1,0.5,False,0,0,0,False,False,True
152,20,173,handle eating,False,couldnt,anymore,0.0,1,1.0,False,0,0,0,False,False,True
153,20,173,eating,False,handle,anymore,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
154,20,174,anymore,False,eating,Momofuko,0.0,1,1.0,False,0,0,0,False,False,True
155,20,174,eating anymore,False,handle,Momofuko,0.0,1,1.0,False,0,0,0,False,False,True
156,20,175,anymore Momofuko,False,eating,is,0.0,1,1.0,True,0,0,0,False,False,True
157,20,186,ramen,True,real,Ive,0.0,2,0.14285714285714285,False,0,0,0,False,True,False
158,21,2,intrigued,False,always,of,0.0,1,1.0,False,0,0,0,False,False,True
159,21,23,Read,False,summer,the,0.0,1,1.0,True,0,0,0,False,False,True
160,21,41,dietary restrictions,False,has,and,0.0,1,1.0,False,0,0,0,False,False,True
161,21,41,restrictions,False,dietary,and,0.0,1,0.5,False,0,0,0,False,False,True
162,21,42,and,False,restrictions,needs,0.0,12,0.0010050251256281408,False,1,0,0,False,False,True
163,21,42,restrictions and,False,dietary,needs,0.0,1,1.0,False,0,0,0,False,False,True
164,21,42,dietary restrictions and,False,has,needs,0.0,1,1.0,False,0,0,0,False,False,True
165,21,55,dinner,False,the,reservation,0.0,1,0.03333333333333333,False,0,0,0,False,False,True
166,21,74,salads,True,just,Just,0.0,3,0.25,False,0,0,0,False,True,False
167,21,94,and,False,friends,I,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
168,21,129,separately,False,foods,the,0.0,1,1.0,False,0,0,0,False,False,True
169,21,135,salads,True,are,Which,0.0,3,0.25,False,0,0,0,False,True,False
170,21,154,salads,True,werent,on,1.0,3,0.25,False,0,0,0,True,True,True
171,21,169,and drinks,False,apps,as,0.0,1,0.5,False,0,0,0,False,False,True
172,21,174,sitting,False,been,there,0.0,1,0.2,False,0,0,0,False,False,True
173,21,180,and,False,time,it,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
174,21,193,felt,False,we,bad,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
175,21,199,and,False,up,leave,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
176,21,200,leave,False,and,In,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
177,21,202,reading,False,In,the,0.0,1,0.2,False,0,0,0,False,False,True
178,21,212,mac and,False,the,cheese,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
179,21,213,and cheese,False,mac,and,0.0,1,0.08333333333333333,False,0,0,0,False,False,True
180,21,213,cheese,False,and,and,1.0,1,0.025,False,0,0,0,False,False,True
181,21,213,mac and cheese,True,the,and,1.0,1,0.16666666666666666,False,0,0,0,True,True,True
182,21,214,cheese and,False,and,poutine,0.0,1,0.1,False,0,0,0,False,False,True
183,21,215,and poutine,False,cheese,we,0.0,1,1.0,False,0,0,0,False,False,True
184,21,215,poutine,True,and,we,1.0,1,0.07142857142857142,False,0,0,0,True,True,True
185,21,215,cheese and poutine,False,and,we,1.0,1,1.0,False,0,0,0,False,False,True
186,21,236,and,False,rich,filling,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
187,23,9,onion,False,the,ring,0.0,1,0.09090909090909093,False,0,0,1,False,False,True
188,23,10,ring,False,onion,tower,0.0,1,0.5,False,0,0,0,False,False,True
189,23,11,tower,False,ring,to,0.0,1,1.0,False,0,0,0,False,False,True
190,23,11,onion ring tower,False,the,to,1.0,1,1.0,False,0,0,1,True,False,False
191,23,11,ring tower,False,onion,to,0.0,1,1.0,False,0,0,0,False,False,True
192,25,12,posting,False,restaurant,and,0.0,1,1.0,False,0,0,0,False,False,True
193,25,13,posting and,False,restaurant,decided,0.0,1,1.0,False,0,0,0,False,False,True
194,25,13,and,False,posting,decided,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
195,25,43,chinese and,False,of,choy,0.0,1,1.0,False,0,0,0,False,False,True
196,25,44,and choy,False,chinese,suey,0.0,1,1.0,False,0,0,0,False,False,True
197,25,44,choy,False,and,suey,0.0,1,1.0,False,0,0,0,False,False,True
198,27,32,MTL,False,in,Boy,0.0,1,1.0,True,0,0,0,False,False,True
199,27,36,disappointedWe,False,we,had,0.0,1,1.0,True,0,0,0,False,False,True
200,27,40,eggspectation,False,the,omelette,0.0,1,1.0,False,0,0,0,False,False,True
201,27,41,omelette,True,eggspectation,and,1.0,2,0.25,False,0,0,0,True,True,True
202,27,42,and,False,omelette,eggs,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
203,27,42,omelette and,False,eggspectation,eggs,0.0,1,0.5,False,0,0,0,False,False,True
204,27,42,eggspectation omelette and,False,the,eggs,0.0,1,1.0,False,0,0,0,False,False,True
205,27,43,eggs,False,and,benedict,0.0,2,0.05882352941176471,False,0,0,0,False,False,True
206,27,43,and eggs,False,omelette,benedict,0.0,1,0.5,False,0,0,0,False,False,True
207,27,43,omelette and eggs,False,eggspectation,benedict,0.0,1,1.0,False,0,0,0,False,False,True
208,27,44,eggs benedict,True,and,The,1.0,2,0.25,False,0,0,0,True,True,True
209,27,44,and eggs benedict,False,omelette,The,0.0,1,1.0,False,0,0,0,False,False,True
210,27,46,omelette,True,The,was,1.0,2,0.25,False,0,1,0,True,True,True
211,27,52,eggs benedict,True,The,were,1.0,2,0.25,False,0,0,0,True,True,True
212,27,66,food,False,Overall,and,0.0,1,0.0054054054054054074,False,0,0,0,False,False,True
213,27,67,food and,False,Overall,service,0.0,1,0.05,False,0,0,0,False,False,True
214,27,67,and,False,food,service,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
215,27,72,downhill and,False,gone,not,0.0,1,1.0,False,0,0,0,False,False,True
216,27,72,and,False,downhill,not,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
217,28,21,organic cream,False,an,cheese,0.0,1,1.0,False,0,0,0,False,False,True
218,28,21,cream,False,organic,cheese,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
219,29,51,kimchi,False,the,fries,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
220,29,52,kimchi fries,True,the,which,1.0,1,1.0,False,0,0,0,True,True,True
221,29,52,fries,False,kimchi,which,0.0,1,0.03448275862068965,False,0,0,0,False,False,True
222,29,59,NY,False,a,Fries,0.0,1,0.3333333333333333,True,0,0,0,False,False,True
223,29,60,NY Fries,True,a,the,1.0,1,1.0,True,0,0,0,True,True,True
224,29,65,pork,False,grilled,banh,0.0,2,0.037037037037037035,False,0,0,0,False,False,True
225,29,65,grilled pork,True,The,banh,1.0,1,1.0,False,0,0,0,True,True,True
226,29,66,banh,False,pork,mi,0.0,1,0.3333333333333333,False,1,0,0,False,False,True
227,29,66,grilled pork banh,False,The,mi,0.0,1,1.0,False,0,0,0,False,False,True
228,29,67,pork banh mi,False,grilled,was,0.0,1,1.0,False,0,0,0,False,False,True
229,29,79,bao,True,the,version,1.0,1,1.0,False,0,0,0,True,True,True
230,29,81,and,False,version,the,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
231,31,7,Danforth,False,the,is,1.0,1,0.3333333333333333,True,0,0,0,True,False,False
232,31,11,Thai,False,lovely,restaurant,0.0,1,0.14285714285714285,True,0,0,0,False,False,True
233,31,17,surfing,False,while,on,0.0,1,1.0,False,0,0,0,False,False,True
234,31,32,and,False,of,still,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
235,31,56,and,False,takeout,the,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
236,31,66,food,False,the,was,1.0,1,0.0054054054054054074,False,0,0,0,False,False,True
237,31,69,and,False,great,it,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
238,31,77,lovers,False,seafood,vegans,0.0,2,0.5,False,0,0,0,False,False,True
239,31,77,seafood lovers,False,people,vegans,0.0,1,1.0,False,0,0,0,False,False,True
240,31,78,vegans,False,lovers,etc,0.0,1,1.0,False,0,0,0,False,False,True
241,31,84,basil fried,False,the,rice,0.0,1,1.0,False,0,0,1,False,False,True
242,31,84,fried,False,basil,rice,0.0,2,0.05,False,0,0,0,False,False,True
243,31,85,rice,False,fried,and,1.0,1,0.05,False,0,0,0,True,False,False
244,31,85,fried rice,False,basil,and,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
245,31,86,and,False,rice,the,0.0,4,0.0010050251256281408,False,1,1,0,False,False,True
246,31,86,fried rice and,False,basil,the,0.0,1,1.0,False,0,1,0,False,False,True
247,31,89,fried sole,False,the,fish,0.0,1,1.0,False,0,0,0,False,False,True
248,31,90,fish,False,sole,with,0.0,1,0.125,False,1,0,0,False,False,True
249,31,97,curry lovers,False,those,out,0.0,1,1.0,False,0,0,0,False,False,True
250,31,100,stay,False,there,away,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
251,31,104,roti,False,the,curry,0.0,1,1.0,False,0,0,0,False,False,True
252,31,105,curry,False,roti,chicken,1.0,3,0.125,False,0,0,0,False,False,True
253,31,105,roti curry,False,the,chicken,0.0,1,1.0,False,0,0,0,False,False,True
254,31,111,coconut,True,just,favour,1.0,1,0.2,False,0,0,1,True,True,True
255,31,112,coconut favour,False,just,But,0.0,1,1.0,False,0,0,1,False,False,True
256,31,115,Roti,True,the,itself,1.0,1,1.0,True,0,0,0,True,True,True
257,31,129,dealWill,False,good,be,0.0,1,1.0,True,0,0,0,False,False,True
258,35,7,Danforth,False,the,who,0.0,1,0.3333333333333333,True,0,0,0,False,False,True
259,35,9,knew,False,who,there,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
260,35,15,Ethiopian,False,little,communityThe,0.0,1,0.5,True,0,0,0,False,False,True
261,35,16,Ethiopian communityThe,False,little,decor,0.0,1,1.0,True,0,0,0,False,False,True
262,35,16,communityThe,False,Ethiopian,decor,0.0,1,1.0,True,0,0,0,False,False,True
263,35,38,lighting,False,red,and,0.0,1,1.0,False,0,0,0,False,False,True
264,35,39,and,False,lighting,orange,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
265,35,39,lighting and,False,red,orange,0.0,1,1.0,False,0,0,0,False,False,True
266,35,40,orange,False,and,menu,1.0,1,0.25,False,0,0,1,True,False,False
267,35,40,lighting and orange,False,red,menu,0.0,1,1.0,False,0,0,1,False,False,True
268,35,54,tell,False,they,you,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
269,35,58,vegetarian,False,the,platter,0.0,1,0.041666666666666664,False,0,0,0,False,False,True
270,37,22,cookie,True,of,but,1.0,3,0.1111111111111111,False,0,0,0,True,True,True
271,37,25,pricy,False,pretty,There,0.0,1,0.5,False,0,0,0,False,False,True
272,37,31,cookies,True,varieties,and,1.0,1,0.25,False,0,0,0,True,True,True
273,37,32,and,False,cookies,about,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
274,37,32,cookies and,False,varieties,about,0.0,1,0.5,False,0,0,0,False,False,True
275,37,35,milk,True,seven,flavours,1.0,2,0.14285714285714285,False,0,0,0,True,True,True
276,37,38,banana,True,The,flavoured,1.0,2,0.2,False,0,0,1,True,True,True
277,37,40,flavoured milk,False,banana,reminds,0.0,1,1.0,False,0,0,0,False,False,True
278,37,40,milk,True,flavoured,reminds,1.0,2,0.14285714285714285,False,0,0,0,True,True,True
279,37,41,milk reminds,False,flavoured,us,0.0,1,1.0,False,0,0,0,False,False,True
280,37,41,reminds,False,milk,us,0.0,1,0.5,False,0,0,0,False,False,True
281,37,46,cough,False,banana,syrup,0.0,1,1.0,False,0,0,0,False,False,True
282,37,47,banana cough syrup,False,the,we,1.0,1,1.0,False,0,0,1,False,False,True
283,37,51,drink,False,to,as,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
284,37,58,cookie,True,homemade,ice,1.0,3,0.1111111111111111,False,0,0,0,True,True,True
285,37,59,homemade cookie ice,False,have,cream,0.0,1,1.0,False,0,0,0,False,False,True
286,37,59,cookie ice,False,homemade,cream,0.0,1,1.0,False,0,0,0,False,False,True
287,37,60,cookie ice cream,False,homemade,sandwiches,0.0,1,1.0,False,0,0,0,False,False,True
288,37,60,cream,False,ice,sandwiches,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
289,37,60,ice cream,False,cookie,sandwiches,0.0,1,0.2,False,1,0,0,False,False,True
290,37,61,sandwiches,False,cream,but,0.0,1,0.25,False,0,0,0,False,False,True
291,37,61,ice cream sandwiches,True,cookie,but,1.0,1,1.0,False,1,0,0,False,True,False
292,37,61,cream sandwiches,False,ice,but,0.0,1,1.0,False,0,0,0,False,False,True
293,38,7,mi,False,banh,Just,0.0,1,0.5,False,0,0,0,False,False,True
294,38,7,banh mi,True,get,Just,1.0,1,0.5,False,0,0,0,True,True,True
295,38,35,move,False,you,alongLots,0.0,1,0.25,False,0,0,0,False,False,True
296,38,36,alongLots,False,move,of,0.0,1,1.0,True,0,0,0,False,False,True
297,38,36,move alongLots,False,you,of,0.0,1,1.0,True,0,0,0,False,False,True
298,38,39,prepacked,False,great,food,0.0,1,1.0,False,0,0,0,False,False,True
299,38,40,food,False,prepacked,as,0.0,1,0.0054054054054054074,False,0,0,0,False,False,True
300,38,45,sandwich,True,the,isnt,1.0,1,0.045454545454545456,False,0,0,0,False,True,False
301,39,11,queen,False,a,street,0.0,1,1.0,False,0,0,0,False,False,True
302,39,25,Shrimp,False,bad,tempura,0.0,1,0.5,True,0,0,0,False,False,True
303,39,26,tempura,False,Shrimp,appetizer,0.0,1,1.0,False,0,0,0,False,False,True
304,39,27,Shrimp tempura appetizer,False,bad,is,0.0,1,1.0,True,0,0,0,False,False,True
305,39,27,tempura appetizer,False,Shrimp,is,0.0,1,1.0,False,0,0,0,False,False,True
306,39,27,appetizer,False,tempura,is,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
307,39,35,potato,False,Sweet,wedges,0.0,1,0.06666666666666668,False,0,0,1,False,False,True
308,39,36,wedges,False,potato,are,0.0,1,1.0,False,0,0,0,False,False,True
309,39,36,potato wedges,False,Sweet,are,0.0,1,1.0,False,0,0,1,False,False,True
310,39,39,paired,False,well,with,0.0,1,0.5,False,0,0,0,False,False,True
311,39,42,wasabi,False,the,mayo,0.0,1,1.0,False,0,0,1,False,False,True
312,39,43,wasabi mayo,True,the,Rolls,0.0,1,1.0,False,0,0,1,False,True,False
313,39,44,mayo Rolls,False,wasabi,are,0.0,1,1.0,True,0,0,0,False,False,True
