docID,position,term,label
4,555,worth,FALSE
4,292,the,FALSE
4,567,mins,FALSE
4,572,wait,FALSE
8,0,omg,FALSE
8,5,definitely,FALSE
8,16,worth,FALSE
8,22,going,FALSE
8,28,if,FALSE
8,31,you,FALSE
8,35,are,FALSE
8,8,in,FALSE
8,42,montrealand,FALSE
8,54,remember,FALSE
8,63,to,FALSE
8,66,eat,FALSE
8,10,it,FALSE
8,73,fresh,FALSE
8,70,it,FALSE
8,83,is,FALSE
8,86,amazing,FALSE
8,94,paired,FALSE
8,101,with,FALSE
8,50,an,FALSE
8,109,organic,FALSE
8,119,cream,FALSE
8,125,cheese,FALSE
8,137,mmmm,FALSE
6,0,a,FALSE
6,2,must,FALSE
6,7,stop,FALSE
6,12,when,FALSE
6,17,you,FALSE
6,21,are,FALSE
6,25,in,FALSE
6,28,montreali,FALSE
6,38,was,FALSE
6,42,in,FALSE
6,45,mtl,FALSE
6,49,for,FALSE
6,53,the,FALSE
6,57,weekend,FALSE
6,65,and,FALSE
6,69,wind,FALSE
6,74,up,FALSE
6,77,eating,FALSE
6,84,here,FALSE
6,90,nights,FALSE
6,70,in,FALSE
6,21,a,FALSE
6,102,rowthe,FALSE
6,109,sandwiches,TRUE
6,120,here,FALSE
6,125,are,FALSE
6,129,unbelieveable,FALSE
6,105,the,FALSE
6,147,smoked,FALSE
6,154,meat,TRUE
6,159,is,FALSE
6,162,so,FALSE
6,165,tasty,FALSE
6,110,and,FALSE
6,175,salty,FALSE
6,181,but,FALSE
6,185,so,FALSE
6,188,good,FALSE
6,143,the,FALSE
6,198,bread,TRUE
6,204,definitely,FALSE
6,215,complements,FALSE
6,194,the,FALSE
6,231,meatnot,FALSE
6,239,much,FALSE
6,244,of,FALSE
6,34,a,FALSE
6,249,line,FALSE
6,254,up,FALSE
6,257,if,FALSE
6,260,you,FALSE
6,264,come,FALSE
6,269,either,FALSE
6,276,later,FALSE
6,80,in,FALSE
6,227,the,FALSE
6,289,evening,FALSE
6,297,remember,FALSE
6,8,to,FALSE
6,309,leave,FALSE
6,39,a,FALSE
6,317,tip,FALSE
6,97,in,FALSE
6,271,the,FALSE
6,328,plate,FALSE
6,334,when,FALSE
6,339,you,FALSE
6,343,order,FALSE
6,349,take,FALSE
6,354,out,FALSE
6,171,and,FALSE
6,285,the,FALSE
6,366,servers,FALSE
6,374,will,FALSE
6,131,be,FALSE
6,382,extra,FALSE
6,388,nice,FALSE
6,358,and,FALSE
6,397,funny,FALSE
2,0,server,FALSE
2,7,was,FALSE
2,8,a,FALSE
2,13,little,FALSE
2,20,rude,FALSE
2,25,ordered,FALSE
2,33,the,FALSE
2,37,calamari,TRUE
2,48,duck,FALSE
2,53,confit,FALSE
2,62,poutine,FALSE
2,72,and,FALSE
2,76,the,FALSE
2,83,trout,FALSE
2,89,fish,FALSE
2,96,with,FALSE
2,101,miso,FALSE
2,108,soba,FALSE
2,116,all,FALSE
2,120,very,FALSE
2,125,tasty,FALSE
2,132,definitely,FALSE
2,143,not,FALSE
2,147,your,FALSE
2,152,typical,FALSE
2,160,diner,FALSE
8,0,great,FALSE
8,6,place,FALSE
8,12,in,FALSE
8,15,chinatown,FALSE
8,20,to,FALSE
8,28,get,FALSE
8,32,banh,FALSE
8,37,mi,FALSE
8,40,just,FALSE
8,45,make,FALSE
8,50,sure,FALSE
8,55,you,FALSE
8,59,know,FALSE
8,64,what,FALSE
8,69,you,FALSE
8,73,want,FALSE
8,78,as,FALSE
8,81,it,FALSE
8,84,is,FALSE
8,87,really,FALSE
8,94,crazy,FALSE
8,17,in,FALSE
8,103,there,FALSE
8,109,and,FALSE
8,113,hectic,FALSE
8,103,the,FALSE
8,124,ladies,FALSE
8,131,behind,FALSE
8,120,the,FALSE
8,142,counter,FALSE
8,150,will,FALSE
8,155,harass,FALSE
8,162,you,FALSE
8,166,until,FALSE
8,172,you,FALSE
8,176,move,FALSE
8,181,alonglots,FALSE
8,191,of,FALSE
8,194,great,FALSE
8,200,prepacked,FALSE
8,210,food,FALSE
8,158,as,FALSE
8,218,well,FALSE
8,223,if,FALSE
8,138,the,FALSE
8,230,sandwich,TRUE
8,239,isnt,FALSE
8,244,your,FALSE
8,249,thing,FALSE
9,0,very,FALSE
9,5,busy,FALSE
9,10,place,FALSE
9,16,here,FALSE
9,21,on,FALSE
9,12,a,FALSE
9,26,friday,FALSE
9,33,night,FALSE
9,40,definitely,FALSE
9,51,has,FALSE
9,24,a,FALSE
9,57,queen,FALSE
9,63,street,FALSE
9,70,feel,FALSE
9,75,with,FALSE
9,80,the,FALSE
9,84,decor,FALSE
9,91,food,FALSE
9,96,is,FALSE
9,30,a,FALSE
9,101,little,FALSE
9,108,pricey,FALSE
9,115,but,FALSE
9,119,not,FALSE
9,123,bad,FALSE
9,129,shrimp,FALSE
9,136,tempura,FALSE
9,146,appetizer,FALSE
9,156,is,FALSE
9,52,a,FALSE
9,161,good,FALSE
9,166,size,FALSE
9,171,for,FALSE
9,175,sharing,FALSE
9,184,sweet,FALSE
9,192,potato,FALSE
9,199,wedges,FALSE
9,210,are,FALSE
9,214,well,FALSE
9,219,paired,FALSE
9,226,with,FALSE
9,231,the,FALSE
9,236,wasabi,FALSE
9,243,mayo,FALSE
9,251,rolls,FALSE
9,257,are,FALSE
9,261,very,FALSE
9,266,good,FALSE
9,272,they,FALSE
9,277,have,FALSE
9,55,a,FALSE
9,284,different,FALSE
9,294,pink,FALSE
9,300,dragon,FALSE
9,251,roll,FALSE
9,314,that,FALSE
9,319,has,FALSE
9,323,scallops,TRUE
9,304,on,FALSE
9,272,the,FALSE
9,339,top,FALSE
9,344,green,FALSE
9,351,dragon,FALSE
9,358,rolls,FALSE
9,366,are,FALSE
9,370,definitely,FALSE
9,99,a,FALSE
9,383,must,FALSE
9,388,try,FALSE
9,335,the,FALSE
9,397,avocado,TRUE
9,405,is,FALSE
9,408,very,FALSE
9,413,thinly,FALSE
9,420,sliced,FALSE
9,427,sprinkled,FALSE
9,437,with,FALSE
9,442,something,FALSE
9,452,yummy,FALSE
9,332,on,FALSE
9,461,top,FALSE
1,0,this,FALSE
1,2,is,FALSE
1,8,currently,FALSE
1,18,my,FALSE
1,21,parents,FALSE
1,29,new,FALSE
1,33,favourite,FALSE
1,43,restaurant,FALSE
1,55,we,FALSE
1,58,come,FALSE
1,63,here,FALSE
1,68,in,FALSE
1,71,the,FALSE
1,75,morning,FALSE
1,83,for,FALSE
1,87,dim,FALSE
1,91,sum,FALSE
1,96,they,FALSE
1,22,are,FALSE
1,105,not,FALSE
1,96,the,FALSE
1,113,cart,FALSE
1,118,pushing,FALSE
1,126,type,FALSE
1,131,of,FALSE
1,134,dim,FALSE
1,138,sum,FALSE
1,39,it,FALSE
1,5,is,FALSE
1,148,order,FALSE
1,154,off,FALSE
1,154,of,FALSE
1,109,the,FALSE
1,165,sheet,FALSE
1,172,dim,FALSE
1,176,sum,FALSE
1,145,is,FALSE
1,183,not,FALSE
1,187,bad,FALSE
1,191,and,FALSE
1,195,not,FALSE
1,199,expensive,FALSE
1,209,either,FALSE
1,216,we,FALSE
1,219,also,FALSE
1,224,frequent,FALSE
1,161,the,FALSE
1,237,dinner,FALSE
1,244,scene,FALSE
1,251,their,FALSE
1,257,set,FALSE
1,261,dinner,FALSE
1,268,menu,FALSE
1,180,is,FALSE
1,276,not,FALSE
1,280,bad,FALSE
1,285,we,FALSE
1,288,typically,FALSE
1,298,order,FALSE
1,22,a,FALSE
1,307,dish,FALSE
1,312,menu,FALSE
1,317,and,FALSE
1,321,its,FALSE
1,325,big,FALSE
1,329,enough,FALSE
1,336,to,FALSE
1,339,feed,FALSE
1,34,a,FALSE
1,346,family,FALSE
1,158,of,FALSE
1,357,with,FALSE
1,362,leftovers,FALSE
1,373,overall,FALSE
1,381,food,FALSE
1,273,is,FALSE
1,389,pretty,FALSE
1,396,tasty,FALSE
2,0,came,FALSE
2,5,here,FALSE
2,10,for,FALSE
2,1,a,FALSE
2,16,friends,FALSE
2,24,birthday,FALSE
2,34,she,FALSE
2,38,had,FALSE
2,42,looked,FALSE
2,49,it,FALSE
2,52,up,FALSE
2,55,and,FALSE
2,59,thought,FALSE
2,67,it,FALSE
2,70,sound,FALSE
2,76,good,FALSE
2,82,first,FALSE
2,88,of,FALSE
2,91,all,FALSE
2,95,when,FALSE
2,100,we,FALSE
2,103,made,FALSE
2,108,reservations,FALSE
2,121,they,FALSE
2,126,only,FALSE
2,131,had,FALSE
2,14,a,FALSE
2,137,pm,FALSE
2,140,time,FALSE
2,145,slot,FALSE
2,150,for,FALSE
2,154,us,FALSE
2,157,we,FALSE
2,160,were,FALSE
2,165,looking,FALSE
2,173,for,FALSE
2,177,pm,FALSE
2,180,and,FALSE
2,184,when,FALSE
2,160,we,FALSE
2,192,were,FALSE
2,197,there,FALSE
2,189,we,FALSE
2,206,were,FALSE
2,211,seated,FALSE
2,169,in,FALSE
2,121,the,FALSE
2,225,lower,FALSE
2,231,area,FALSE
2,236,of,FALSE
2,197,the,FALSE
2,243,restaurant,FALSE
2,254,which,FALSE
2,260,was,FALSE
2,264,pretty,FALSE
2,271,empty,FALSE
2,277,there,FALSE
2,283,was,FALSE
2,55,an,FALSE
2,290,extensive,FALSE
2,300,menu,FALSE
2,305,everything,FALSE
2,117,on,FALSE
2,221,the,FALSE
2,323,menu,FALSE
2,328,sound,FALSE
2,334,good,FALSE
2,339,but,FALSE
2,343,when,FALSE
2,192,we,FALSE
2,351,got,FALSE
2,355,our,FALSE
2,359,food,FALSE
2,365,there,FALSE
2,371,was,FALSE
2,375,nothing,FALSE
2,383,special,FALSE
2,391,especially,FALSE
2,402,for,FALSE
2,406,what,FALSE
2,203,we,FALSE
2,414,paid,FALSE
2,419,for,FALSE
2,423,it,FALSE
2,239,the,FALSE
2,431,pizzas,TRUE
2,231,are,FALSE
2,442,huge,FALSE
2,447,portions,FALSE
2,70,so,FALSE
2,460,if,FALSE
2,463,you,FALSE
2,467,order,FALSE
2,473,it,FALSE
2,476,make,FALSE
2,481,sure,FALSE
2,486,you,FALSE
2,490,share,FALSE
2,496,it,FALSE
2,499,there,FALSE
2,438,are,FALSE
2,510,risottos,TRUE
2,126,on,FALSE
2,277,the,FALSE
2,526,menu,FALSE
2,319,the,FALSE
2,535,seasonal,FALSE
2,544,vegetable,TRUE
2,554,one,FALSE
2,511,is,FALSE
2,365,the,FALSE
2,565,better,FALSE
2,572,one,FALSE
2,577,some,FALSE
2,582,of,FALSE
2,427,the,FALSE
2,589,pastas,TRUE
2,596,were,FALSE
2,601,portioned,FALSE
2,611,differently,FALSE
2,623,some,FALSE
2,628,were,FALSE
2,633,huge,FALSE
2,638,others,FALSE
2,645,were,FALSE
2,650,tiny,FALSE
2,328,so,FALSE
2,565,be,FALSE
2,662,carefulthe,FALSE
2,673,food,FALSE
2,678,came,FALSE
2,683,out,FALSE
2,687,really,FALSE
2,694,fast,FALSE
2,699,after,FALSE
2,206,we,FALSE
2,708,ordered,FALSE
2,457,so,FALSE
2,719,fast,FALSE
2,724,that,FALSE
2,729,some,FALSE
2,734,of,FALSE
2,499,the,FALSE
2,741,food,FALSE
2,746,was,FALSE
2,750,cold,FALSE
2,375,not,FALSE
2,759,sure,FALSE
2,612,if,FALSE
2,767,they,FALSE
2,772,make,FALSE
2,777,it,FALSE
2,218,in,FALSE
2,783,advance,FALSE
2,791,and,FALSE
2,795,just,FALSE
2,800,heat,FALSE
2,805,up,FALSE
2,808,afterwards,FALSE
2,522,the,FALSE
2,824,desserts,FALSE
2,833,took,FALSE
2,838,forever,FALSE
2,515,to,FALSE
2,849,come,FALSE
2,114,at,FALSE
2,531,the,FALSE
2,19,end,FALSE
2,865,of,FALSE
2,561,the,FALSE
2,872,night,FALSE
2,878,when,FALSE
2,585,the,FALSE
2,887,bill,FALSE
2,892,came,FALSE
2,897,there,FALSE
2,903,was,FALSE
2,30,a,FALSE
2,909,water,FALSE
2,915,service,FALSE
2,923,charge,FALSE
2,838,for,FALSE
2,937,people,FALSE
2,932,for,FALSE
2,948,just,FALSE
2,953,getting,FALSE
2,961,tap,FALSE
2,965,water,FALSE
2,972,and,FALSE
2,977,gratuity,FALSE
2,808,after,FALSE
2,992,taxes,FALSE
2,998,atmosphere,FALSE
2,1009,was,FALSE
2,1013,good,FALSE
2,1018,but,FALSE
2,638,other,FALSE
2,1028,than,FALSE
2,1033,that,FALSE
2,18,i,FALSE
2,1040,do,FALSE
2,755,not,FALSE
2,1047,recommend,FALSE
2,1057,this,FALSE
2,1062,place,FALSE
2,213,at,FALSE
2,397,all,FALSE
1,0,apparently,FALSE
1,11,haji,FALSE
1,16,baba,FALSE
1,21,isnt,FALSE
1,26,open,FALSE
1,31,on,FALSE
1,34,sundays,FALSE
1,42,so,FALSE
1,45,we,FALSE
1,48,decided,FALSE
1,56,to,FALSE
1,59,hit,FALSE
1,63,up,FALSE
1,66,tasty,FALSE
1,72,kabob,FALSE
1,78,instead,FALSE
1,86,of,FALSE
1,89,calling,FALSE
1,60,it,FALSE
1,100,off,FALSE
1,104,and,FALSE
1,108,heading,FALSE
1,116,home,FALSE
1,122,the,FALSE
1,126,little,FALSE
1,133,parking,FALSE
1,141,lot,FALSE
1,78,in,FALSE
1,0,a,FALSE
1,150,strip,FALSE
1,156,mall,FALSE
1,161,off,FALSE
1,165,apache,FALSE
1,172,was,FALSE
1,176,bustling,FALSE
1,185,with,FALSE
1,190,activity,FALSE
1,199,so,FALSE
1,14,i,FALSE
1,204,hoped,FALSE
1,210,we,FALSE
1,213,would,FALSE
1,219,be,FALSE
1,222,able,FALSE
1,227,to,FALSE
1,230,score,FALSE
1,3,a,FALSE
1,238,table,FALSE
1,244,easier,FALSE
1,251,than,FALSE
1,256,we,FALSE
1,259,had,FALSE
1,263,tried,FALSE
1,269,for,FALSE
1,12,a,FALSE
1,275,parking,FALSE
1,283,spot,FALSE
1,21,i,FALSE
1,291,dont,FALSE
1,296,like,FALSE
1,301,waiting,FALSE
1,309,for,FALSE
1,313,the,FALSE
1,317,first,FALSE
1,323,meal,FALSE
1,100,of,FALSE
1,331,the,FALSE
1,37,day,FALSE
1,51,i,FALSE
1,342,turn,FALSE
1,347,into,FALSE
1,352,the,FALSE
1,356,reckapotamus,FALSE
1,369,from,FALSE
1,374,hell,FALSE
1,379,whose,FALSE
1,385,disposition,FALSE
1,21,is,FALSE
1,17,a,FALSE
1,402,combination,FALSE
1,414,between,FALSE
1,422,that,FALSE
1,161,of,FALSE
1,19,a,FALSE
1,432,pissed,FALSE
1,439,off,FALSE
1,443,hippopotamus,FALSE
1,456,and,FALSE
1,104,an,FALSE
1,463,icy,FALSE
1,467,cold,FALSE
1,472,imp,FALSE
1,476,from,FALSE
1,481,the,FALSE
1,485,underworld,FALSE
1,497,but,FALSE
1,501,there,FALSE
1,507,wasnt,FALSE
1,38,a,FALSE
1,515,soul,FALSE
1,349,to,FALSE
1,414,be,FALSE
1,526,found,FALSE
1,532,enjoying,FALSE
1,67,a,FALSE
1,543,tasty,FALSE
1,549,kabob,FALSE
1,97,it,FALSE
1,507,was,FALSE
1,73,a,FALSE
1,566,strange,FALSE
1,574,twilight,FALSE
1,583,zone,FALSE
1,328,of,FALSE
1,591,inactivity,FALSE
1,603,everyone,FALSE
1,612,and,FALSE
1,616,their,FALSE
1,622,mother,FALSE
1,560,was,FALSE
1,633,next,FALSE
1,638,door,FALSE
1,408,at,FALSE
1,646,pita,TRUE
1,651,jungle,FALSE
1,658,but,FALSE
1,662,just,FALSE
1,667,because,FALSE
1,675,there,FALSE
1,3,are,FALSE
1,83,a,FALSE
1,687,lot,FALSE
1,427,of,FALSE
1,694,people,FALSE
1,701,there,FALSE
1,707,doesnt,FALSE
1,714,mean,FALSE
1,719,its,FALSE
1,723,any,FALSE
1,727,good,FALSE
1,732,just,FALSE
1,737,that,FALSE
1,742,they,FALSE
1,747,prefer,FALSE
1,520,to,FALSE
1,757,flock,FALSE
1,763,toward,FALSE
1,770,mediocrity,FALSE
1,781,like,FALSE
1,786,sheep,FALSE
1,232,or,FALSE
1,795,lemmings,FALSE
1,804,halfway,FALSE
1,812,through,FALSE
1,501,the,FALSE
1,824,meal,FALSE
1,60,i,FALSE
1,629,was,FALSE
1,835,thinking,FALSE
1,844,about,FALSE
1,850,flocking,FALSE
1,859,too,FALSE
1,864,although,FALSE
1,616,the,FALSE
1,877,hummus,TRUE
1,884,came,FALSE
1,889,with,FALSE
1,894,olives,TRUE
1,901,chopped,FALSE
1,909,tomatoes,TRUE
1,918,and,FALSE
1,922,herbs,TRUE
1,127,it,FALSE
1,831,was,FALSE
1,90,a,FALSE
1,937,bit,FALSE
1,941,bland,FALSE
1,947,overall,FALSE
1,624,the,FALSE
1,960,pitas,TRUE
1,966,were,FALSE
1,971,warm,FALSE
1,943,and,FALSE
1,980,delicious,FALSE
1,866,though,FALSE
1,976,and,FALSE
1,675,the,FALSE
1,1005,combination,FALSE
1,439,of,FALSE
1,1020,hummus,TRUE
1,997,and,FALSE
1,1031,flat,FALSE
1,1036,bread,FALSE
1,1042,helped,FALSE
1,1049,keep,FALSE
1,701,the,FALSE
1,1058,reckapotamus,FALSE
1,1071,banished,FALSE
1,754,to,FALSE
1,742,the,FALSE
1,1087,depths,FALSE
1,186,it,FALSE
1,931,was,FALSE
1,104,a,FALSE
1,1104,generous,FALSE
1,1113,portion,FALSE
1,1121,for,FALSE
1,1125,two,FALSE
1,1129,but,FALSE
1,78,i,FALSE
1,1135,found,FALSE
1,1141,myself,FALSE
1,1148,munching,FALSE
1,292,on,FALSE
1,195,it,FALSE
1,1163,just,FALSE
1,763,to,FALSE
1,1171,pass,FALSE
1,820,the,FALSE
1,1180,time,FALSE
1,1185,until,FALSE
1,1191,our,FALSE
1,1195,lunches,FALSE
1,1203,came,FALSE
1,1208,not,FALSE
1,1212,because,FALSE
1,303,it,FALSE
1,1098,was,FALSE
1,1227,exceptionally,FALSE
1,1241,well,FALSE
1,1246,done,FALSE
1,515,so,FALSE
1,93,i,FALSE
1,1256,wasnt,FALSE
1,1262,ravenous,FALSE
1,1271,when,FALSE
1,1141,my,FALSE
1,1279,meal,FALSE
1,1284,arrived,FALSE
1,1292,but,FALSE
1,97,i,FALSE
1,1223,was,FALSE
1,1302,certainly,FALSE
1,1312,looking,FALSE
1,1320,forward,FALSE
1,859,to,FALSE
1,1331,some,FALSE
1,1336,good,FALSE
1,1341,eats,FALSE
1,1347,alas,FALSE
1,873,the,FALSE
1,1356,chicken,TRUE
1,1364,schwarma,FALSE
1,960,pita,TRUE
1,1378,sandwich,TRUE
1,1387,delivered,FALSE
1,956,the,FALSE
1,1401,same,FALSE
1,1406,mediocre,FALSE
1,1415,impression,FALSE
1,1001,the,FALSE
1,1431,chicken,TRUE
1,1256,was,FALSE
1,1443,overly,FALSE
1,1450,dry,FALSE
1,1027,and,FALSE
1,1458,not,FALSE
1,1462,well,FALSE
1,1467,seasoned,FALSE
1,1379,and,FALSE
1,1480,again,FALSE
1,1054,the,FALSE
1,1373,pita,TRUE
1,1298,was,FALSE
1,1083,the,FALSE
1,1503,star,FALSE
1,588,of,FALSE
1,1176,the,FALSE
1,1515,dish,FALSE
1,112,i,FALSE
1,1523,didnt,FALSE
1,1529,have,FALSE
1,1352,the,FALSE
1,1538,persian,FALSE
1,1546,ice,FALSE
1,1550,cream,FALSE
1,1556,this,FALSE
1,1561,time,FALSE
1,1566,but,FALSE
1,127,i,FALSE
1,1572,have,FALSE
1,93,in,FALSE
1,1397,the,FALSE
1,1584,past,FALSE
1,1590,its,FALSE
1,1594,fairly,FALSE
1,1601,cheap,FALSE
1,1454,and,FALSE
1,1611,delicious,FALSE
1,1251,so,FALSE
1,1624,if,FALSE
1,1627,any,FALSE
1,691,of,FALSE
1,1634,you,FALSE
1,846,out,FALSE
1,1642,there,FALSE
1,681,are,FALSE
1,1652,interested,FALSE
1,112,in,FALSE
1,1666,trying,FALSE
1,110,a,FALSE
1,1675,flavor,FALSE
1,1682,thats,FALSE
1,1688,certainly,FALSE
1,1698,not,FALSE
1,1017,of,FALSE
1,1427,the,FALSE
1,424,at,FALSE
1,1713,baskin,FALSE
1,1720,robbins,FALSE
1,1728,give,FALSE
1,391,it,FALSE
1,134,a,FALSE
1,1738,whirl,FALSE
1,472,im,FALSE
1,1748,considering,FALSE
1,1760,giving,FALSE
1,1767,this,FALSE
1,1772,place,FALSE
1,1778,another,FALSE
1,1786,star,FALSE
1,1791,based,FALSE
1,394,on,FALSE
1,1486,the,FALSE
1,1804,ice,FALSE
1,1808,cream,FALSE
1,1814,alone,FALSE
1,1822,but,FALSE
1,137,i,FALSE
1,1828,cant,FALSE
1,1833,bring,FALSE
1,1839,myself,FALSE
1,909,to,FALSE
1,1331,so,FALSE
1,1748,consider,FALSE
1,557,it,FALSE
1,148,a,FALSE
1,1869,star,FALSE
1,1874,experience,FALSE
1,1885,overall,FALSE
1,1181,im,FALSE
1,1896,just,FALSE
1,1901,glad,FALSE
1,1499,the,FALSE
1,1910,prices,FALSE
1,1917,were,FALSE
1,1922,reasonable,FALSE
1,1320,for,FALSE
1,1195,lunch,FALSE
1,1943,six,FALSE
1,270,or,FALSE
1,1950,seven,FALSE
1,1956,bucks,FALSE
1,1933,for,FALSE
1,157,a,FALSE
1,1968,sandwich,TRUE
1,1978,otherwise,FALSE
1,145,i,FALSE
1,1990,might,FALSE
1,1996,have,FALSE
1,2001,felt,FALSE
1,165,a,FALSE
1,2008,bit,FALSE
1,2012,cheated,FALSE
1,1511,the,FALSE
1,2025,ambiance,FALSE
1,1439,was,FALSE
1,2038,lacking,FALSE
