docID,position,term,label_x,term_before_x,term_after_x,inPrefixSuffix,tf,idf,isCapitalized,hasDescriptivePrefix,hasDescriptiveSuffix,hasIngredient,pred_label,actual_label,true=pred
128,130,food,False,and,was,1.0,3,0.005405405405405407,False,1,1,0,True,False,False
258,270,burnt,False,Not,but,0.0,1,0.25,False,0,0,0,False,False,True
379,34,outgoing,False,an,person,0.0,1,1.0,False,0,0,0,False,False,True
518,68,walnuts,True,and,It,0.0,1,1.0,False,0,0,0,False,True,False
161,107,classier,False,slightly,better,0.0,1,1.0,False,0,0,0,False,False,True
225,55,and,False,cookies,coffee,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
613,298,breakfast,False,his,Lets,0.0,8,0.03571428571428571,False,0,0,0,False,False,True
114,70,explained,False,We,we,0.0,1,1.0,False,0,0,0,False,False,True
1018,115,Itll,False,tabs,be,0.0,1,1.0,True,0,0,0,False,False,True
520,49,carbs,False,and,didnt,0.0,1,0.5,False,0,0,0,False,False,True
128,54,brutal,False,pretty,but,0.0,1,1.0,False,0,0,0,False,False,True
78,48,and,False,them,a,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
195,183,asian,False,the,fusion,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
230,5,concourses,False,The,desperately,0.0,1,1.0,False,0,0,0,False,False,True
373,199,food,False,Mexican,Should,0.0,4,0.005405405405405407,False,0,0,0,False,False,True
221,13,meeting,False,morning,I,0.0,1,1.0,False,0,0,0,False,False,True
254,94,and,False,bacon,gravy,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
275,48,orange,True,some,or,1.0,1,0.25,False,0,0,1,True,True,True
509,60,capitalization and,False,both,idolization,0.0,1,1.0,False,0,0,0,False,False,True
511,35,rice porridge,True,awesome,Dont,0.0,1,1.0,False,0,0,0,False,True,False
122,87,and,False,wine,did,0.0,7,0.0010050251256281408,False,0,0,0,False,False,True
71,38,ginger,False,cake,spice,0.0,1,0.5,False,0,0,1,False,False,True
375,40,care,False,good,of,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
214,65,bag,False,a,of,1.0,1,0.16666666666666666,False,0,0,0,True,False,False
168,126,liked,False,salad,the,0.0,1,0.06666666666666668,False,0,0,0,False,False,True
136,281,Bonicini,False,and,in,1.0,1,1.0,True,0,0,0,True,False,False
605,6,And,False,weakness,that,0.0,1,0.030303030303030307,True,0,0,0,False,False,True
501,134,Whatevs,False,cold,The,0.0,1,1.0,True,0,0,0,False,False,True
1001,38,noodle,False,delicious,soup,1.0,4,0.05882352941176471,False,1,0,0,True,False,False
145,26,and,False,waiting,they,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
268,216,worry,False,Dont,they,0.0,1,0.5,False,0,0,0,False,False,True
21,193,felt,False,we,bad,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
75,6,areaIt,False,Coxwell,has,0.0,1,1.0,True,0,0,0,False,False,True
152,31,months,False,few,back,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
130,127,garlic mayo,False,a,of,1.0,1,1.0,False,0,0,1,True,False,False
265,180,corn syrup,True,with,or,1.0,1,1.0,False,0,0,0,True,True,True
71,100,crunchy,False,the,kind,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
614,41,and salmon,False,jam,plz,0.0,1,1.0,False,0,0,0,False,False,True
19,47,veggie,True,the,option,1.0,1,0.125,False,0,0,0,True,True,True
83,132,noodle and shanghai,False,spicy,noodle,0.0,1,1.0,False,0,0,0,False,False,True
604,298,Cast,False,the,Iron,0.0,1,1.0,True,0,0,0,False,False,True
135,32,and,False,side,coffee,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
99,23,subpar,False,been,Bland,0.0,1,1.0,False,0,0,0,False,False,True
107,50,and,False,clean,much,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
237,102,hurry,False,no,to,0.0,1,0.25,False,0,0,0,False,False,True
609,69,tea,True,green,and,1.0,8,0.037037037037037035,False,1,0,0,True,True,True
610,135,exalting,False,reviews,how,0.0,1,1.0,False,0,0,0,False,False,True
49,13,bread,True,and,palso,1.0,1,0.04,False,0,0,0,True,True,True
93,5,and,False,yelp,found,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
613,42,Pancakes,False,P,has,0.0,1,1.0,True,0,0,0,False,False,True
168,50,AMAZEBALLS,False,was,The,0.0,1,1.0,True,0,0,0,False,False,True
520,14,accidentally,False,I,consumed,0.0,1,0.5,False,0,0,0,False,False,True
61,139,noodles and pork,False,The,belly,0.0,1,1.0,False,0,0,0,False,False,True
142,68,crusts,False,crispy,and,0.0,1,1.0,False,0,1,0,False,False,True
16,14,and,False,weekend,wind,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
107,148,and pesto,False,shrimp,etc,0.0,1,1.0,False,0,0,0,False,False,True
58,15,sushi,True,place,was,0.0,2,0.1111111111111111,False,0,0,0,False,True,False
108,41,ice cream,True,to,and,1.0,1,0.2,False,0,0,0,True,True,True
1003,72,filtered,False,a,coffee,0.0,1,1.0,False,0,0,0,False,False,True
271,286,shorties,False,for,like,0.0,1,1.0,False,0,0,0,False,False,True
7,27,pricing,False,of,slightly,0.0,1,1.0,False,0,0,0,False,False,True
618,91,and,False,hostess,cashier,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
515,106,feta and,False,of,a,1.0,1,1.0,False,0,1,0,True,False,False
383,130,and,False,experience,delicious,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
150,54,seem,False,places,to,0.0,1,0.125,False,0,0,0,False,False,True
235,89,ghost chilis singe,False,The,your,0.0,1,1.0,False,0,0,0,False,False,True
1011,29,fried dumplings,True,ordered,I,0.0,1,1.0,False,0,0,0,False,True,False
358,38,and,False,prompt,my,0.0,1,0.0010050251256281408,False,0,0,0,False,False,True
272,20,Tickles,False,name,me,0.0,1,1.0,True,0,0,0,False,False,True
265,11,backed,False,Its,up,0.0,1,1.0,False,0,0,0,False,False,True
530,64,mega crunchy,False,and,Hot,0.0,1,0.5,False,0,0,0,False,False,True
261,93,cheddar cheese and,False,chorizo,Hickmans,0.0,1,0.5,False,0,0,0,False,False,True
5,4,chocolate almond croissant,True,their,and,1.0,1,1.0,False,0,0,0,True,True,True
614,22,and,False,one,got,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
157,50,food,False,the,is,1.0,4,0.005405405405405407,False,0,0,0,False,False,True
620,33,characterize,False,normally,Thai,0.0,1,0.5,False,0,0,0,False,False,True
261,94,cheese and Hickmans,False,cheddar,Farms,0.0,1,1.0,True,0,0,0,False,False,True
270,2,mega,False,is,rad,0.0,1,0.25,False,0,0,0,False,False,True
221,38,donut,True,have,I,0.0,1,1.0,False,0,0,0,False,True,False
1000,14,vietnamese spring roll,True,their,it,0.0,1,1.0,False,0,0,0,False,True,False
81,74,Eel,False,BBQ,Tuna,0.0,1,1.0,True,0,0,0,False,False,True
1011,104,sloppy,False,was,Perhaps,0.0,1,0.5,False,0,0,0,False,False,True
1041,119,ribs,True,the,and,1.0,3,0.16666666666666666,False,0,0,0,True,True,True
230,68,Airways hub,False,US,I,0.0,1,1.0,True,0,0,0,False,False,True
504,3,Digiorno,False,what,wishes,0.0,1,1.0,True,0,0,0,False,False,True
94,45,tortillas yuck,False,fried,No,0.0,1,1.0,False,0,0,0,False,False,True
268,191,cake,False,coconut,Much,0.0,1,0.07142857142857142,False,0,0,0,True,False,False
613,194,banana german,False,strawberry,and,1.0,1,1.0,False,0,0,1,True,False,False
266,114,beef,False,roast,dinner,0.0,1,0.06666666666666668,False,1,0,0,False,False,True
397,12,Fest,False,Beer,only,0.0,1,1.0,True,0,0,0,False,False,True
524,105,drawn and,False,be,quartered,0.0,1,1.0,False,0,0,0,False,False,True
119,121,mushroom,False,the,soup,0.0,1,0.125,False,0,0,0,False,False,True
612,46,Benedict,False,Eggs,with,0.0,1,0.5,True,0,0,0,False,False,True
506,88,leaf,False,a,eater,0.0,1,1.0,False,0,0,0,False,False,True
224,217,arrival,False,its,Im,0.0,1,0.5,False,0,0,0,False,False,True
47,107,poached eggs,True,bacon,and,1.0,1,1.0,False,0,1,0,True,True,True
1011,6,sour,False,hot,soup,0.0,1,0.2,False,0,0,0,False,False,True
239,23,and,False,hotels,food,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
147,4,schnitzel,True,craving,for,1.0,1,0.5,False,0,0,0,True,True,True
47,108,and,False,eggs,smothered,0.0,4,0.0010050251256281408,False,1,0,0,False,False,True
606,23,homes,False,cutter,surrounded,0.0,1,1.0,False,0,0,0,False,False,True
263,163,incidents,False,many,to,0.0,1,1.0,False,0,0,0,False,False,True
147,109,gravies,True,Chaletsized,but,1.0,1,1.0,False,0,0,0,True,True,True
52,2,hole,False,little,in,0.0,1,0.5,False,0,0,0,False,False,True
119,161,and pork,False,lasagna,belly,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
274,8,Safeway and,False,this,never,0.0,1,1.0,True,0,0,0,False,False,True
101,44,sushi,False,goto,place,1.0,1,0.1111111111111111,False,0,0,0,True,False,False
526,71,and Eba,False,tea,Cafe,0.0,1,0.5,True,0,0,0,False,False,True
169,274,food and,False,the,are,0.0,3,0.05,False,0,0,0,False,False,True
613,205,pancake,True,regular,and,1.0,1,0.2,False,0,0,0,True,True,True
258,283,tots,True,tater,You,0.0,2,0.3333333333333333,False,0,0,0,False,True,False
114,181,apple,False,an,cheesecake,0.0,1,0.5,False,0,0,1,False,False,True
266,56,sandwich,True,a,of,1.0,2,0.045454545454545456,False,0,0,0,True,True,True
604,341,and,False,ass,they,0.0,15,0.0010050251256281408,False,0,0,0,False,False,True
271,142,beer,True,in,form,1.0,5,0.08333333333333333,False,0,0,0,True,True,True
262,204,comments,False,negative,come,0.0,1,1.0,False,0,0,0,False,False,True
12,10,confit poutine,False,duck,and,0.0,1,1.0,False,0,0,0,False,False,True
506,120,assaulted,False,be,by,0.0,1,1.0,False,0,0,0,False,False,True
5,34,coffee latté,True,a,before,1.0,1,1.0,False,0,0,0,True,True,True
513,30,lettuce tomato,False,cheddar,onion,0.0,1,1.0,False,0,0,1,False,False,True
613,439,breakfast art,False,the,is,1.0,1,1.0,False,0,0,0,True,False,False
609,186,tea,True,wintermelon,It,0.0,8,0.037037037037037035,False,0,0,0,True,True,True
245,43,provide,False,kindly,a,0.0,1,1.0,False,0,0,0,False,False,True
609,343,kinda nast,False,looked,Eba,0.0,1,1.0,False,0,0,0,False,False,True
508,89,and,False,kickin,the,0.0,13,0.0010050251256281408,False,0,0,0,False,False,True
236,25,bread,True,The,is,1.0,1,0.04,False,1,0,0,True,True,True
399,16,goat,False,mushroom,cheese,0.0,1,1.0,False,1,0,0,False,False,True
220,69,cheese cake crust,True,The,was,1.0,1,1.0,False,1,1,0,True,True,True
371,10,aplus,False,and,service,0.0,1,1.0,False,0,0,0,False,False,True
275,50,cranberry,False,or,juice,0.0,1,1.0,False,0,0,1,False,False,True
142,42,dinner,False,some,and,1.0,2,0.03333333333333333,False,0,0,0,False,False,True
123,66,substitute,False,to,fries,0.0,1,1.0,False,0,0,0,False,False,True
509,256,dressed,False,well,and,0.0,1,0.5,False,0,0,0,False,False,True
260,4,park MGM,False,self,gets,0.0,1,1.0,True,0,0,0,False,False,True
161,46,basil parmesan,False,tomatoes,The,0.0,1,1.0,False,0,0,1,False,False,True
632,28,supermarket tomato,False,regular,sauce,0.0,1,1.0,False,0,0,1,False,False,True
161,81,basil,True,fresh,So,0.0,3,0.14285714285714285,False,0,0,1,False,True,False
254,91,cheese,False,with,curds,0.0,1,0.025,False,1,0,0,False,False,True
124,77,and herbs infused,False,cheese,They,0.0,1,1.0,False,0,0,1,False,False,True
1002,26,beat hakka,False,the,chinese,0.0,1,1.0,False,0,0,0,False,False,True
523,13,fucking Italian,False,from,Oregano,0.0,1,1.0,True,0,0,0,False,False,True
528,56,eggs,False,The,benedict,1.0,2,0.05882352941176471,False,0,0,0,True,False,False
365,63,attend,False,servers,to,0.0,1,1.0,False,0,0,0,False,False,True
266,118,fried,False,the,fish,0.0,2,0.05,False,0,0,0,False,False,True
112,61,chips,True,and,I,1.0,1,0.08333333333333333,False,0,0,0,True,True,True
608,142,throughout Ewwie,False,floating,The,0.0,1,1.0,True,0,0,0,False,False,True
525,23,mowed,False,family,down,0.0,1,0.5,False,0,0,0,False,False,True
81,69,Tuna,True,Spicy,wrapped,1.0,2,0.3333333333333333,True,0,0,0,True,True,True
610,318,grab,False,can,a,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
513,309,curse,False,will,you,0.0,1,1.0,False,0,0,0,False,False,True
509,93,Northern,False,White,is,0.0,1,1.0,True,0,0,0,False,False,True
130,136,peppers,False,red,and,0.0,1,1.0,False,1,0,1,False,False,True
610,48,twelve,False,to,bucks,0.0,1,1.0,False,0,0,0,False,False,True
100,192,eggs and bacon,True,ordered,and,1.0,1,1.0,False,0,0,0,True,True,True
142,17,greatIt,False,still,was,0.0,1,1.0,True,0,0,0,False,False,True
1041,92,water,False,our,during,0.0,1,0.09090909090909093,False,0,0,0,False,False,True
188,16,reading,False,After,the,0.0,1,0.2,False,0,0,0,False,False,True
66,23,Lobster,False,sandwich,Ravioli,0.0,1,1.0,True,0,0,0,False,False,True
1020,25,and,False,together,sharing,0.0,2,0.0010050251256281408,False,0,0,0,False,False,True
513,25,roast beef turkey,False,Its,ham,0.0,1,1.0,False,0,0,0,False,False,True
612,67,dish,False,this,apart,0.0,1,0.05263157894736842,False,0,0,0,False,False,True
47,100,buttermilk,False,fluffy,biscuit,0.0,2,0.25,False,0,1,0,False,False,True
64,54,and,False,great,cant,0.0,5,0.0010050251256281408,False,0,0,0,False,False,True
1014,79,ttoboki,False,tsunami,and,0.0,1,1.0,False,0,0,0,False,False,True
1014,24,vegetarian,False,the,options,0.0,1,0.04166666666666666,False,0,0,0,False,False,True
518,12,pita bread cabbage,False,rice,slaw,0.0,1,1.0,False,0,0,1,False,False,True
608,239,parmesan,False,and,cheese,0.0,1,0.2,False,0,0,0,False,False,True
107,112,noticed,False,I,from,0.0,1,0.5,False,0,0,0,False,False,True
237,121,and,False,burnt,I,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
509,183,and,False,warm,tasty,0.0,12,0.0010050251256281408,False,0,0,0,False,False,True
1023,24,mushroom and,False,cremini,egg,0.0,1,0.5,False,0,0,0,False,False,True
620,51,and,False,shoots,green,0.0,4,0.0010050251256281408,False,0,0,0,False,False,True
139,8,Lemon,True,at,Bistro,1.0,1,1.0,True,0,0,1,True,True,True
501,67,week,False,the,If,0.0,1,0.16666666666666666,False,0,0,0,False,False,True
613,177,urge,False,that,strikes,0.0,1,1.0,False,0,0,0,False,False,True
273,16,shrimp,False,tiger,swimming,0.0,1,0.5,False,0,0,0,False,False,True
258,311,buffalo sauce,True,some,to,1.0,1,1.0,False,0,0,0,True,True,True
608,190,pasta carbonara,True,boyfriends,was,1.0,1,1.0,False,0,0,0,True,True,True
102,126,and,False,lucky,managed,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
100,244,played,False,We,several,0.0,1,1.0,False,0,0,0,False,False,True
221,19,donuts,True,of,to,1.0,4,0.14285714285714285,False,0,0,0,True,True,True
268,50,sopping,False,for,up,0.0,1,1.0,False,0,0,0,False,False,True
608,238,egg and,False,raw,parmesan,0.0,1,1.0,False,0,0,0,False,False,True
268,46,peas,False,pigeon,was,0.0,1,0.5,False,0,0,1,False,False,True
100,34,breakfast,False,a,place,1.0,3,0.03571428571428571,False,0,0,0,True,False,False
107,183,bread,True,No,was,1.0,3,0.04,False,0,0,0,True,True,True
509,59,capitalization,False,both,and,0.0,1,1.0,False,0,0,0,False,False,True
244,112,meat,True,the,None,0.0,2,0.030303030303030307,False,0,0,0,True,True,True
234,161,and,False,bed,couch,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
525,81,and,False,noodles,into,0.0,2,0.0010050251256281408,False,1,0,0,False,False,True
46,100,second,False,a,round,0.0,1,0.2,False,0,0,0,False,False,True
143,112,and,False,lazy,not,0.0,3,0.0010050251256281408,False,0,0,0,False,False,True
112,10,DriveIns and,False,Diners,Dives,0.0,1,1.0,True,0,0,0,False,False,True
274,112,stand,False,to,in,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
210,41,tots and,False,tater,a,0.0,1,1.0,False,0,0,0,False,False,True
1002,81,gravy,True,with,upgrade,1.0,2,0.25,False,0,0,0,True,True,True
1018,42,and,False,food,drinks,0.0,6,0.0010050251256281408,False,0,0,0,False,False,True
108,139,except,False,good,it,0.0,1,0.25,False,0,0,0,False,False,True
8,34,ice,False,an,coffee,0.0,1,0.1111111111111111,False,0,0,0,False,False,True
518,105,beverages and,False,without,the,0.0,1,1.0,False,0,0,0,False,False,True
506,217,piles,False,or,of,0.0,1,1.0,False,0,0,0,False,False,True
119,134,included steak,False,courses,from,0.0,1,1.0,False,0,0,0,False,False,True
165,63,divided,False,all,into,0.0,1,1.0,False,0,0,0,False,False,True
613,401,kinda,False,ambiance,sucks,0.0,1,0.3333333333333333,False,0,0,0,False,False,True
606,103,and,False,hair,a,0.0,8,0.0010050251256281408,False,0,0,0,False,False,True
504,4,wishes,False,Digiorno,it,0.0,1,1.0,False,0,0,0,False,False,True
258,245,boneless wings,True,ordered,in,0.0,1,1.0,False,0,0,0,False,True,False
266,43,vouch,False,can,for,0.0,1,1.0,False,0,0,0,False,False,True
99,35,bothered,False,havent,going,0.0,1,1.0,False,0,0,0,False,False,True
119,91,appetizers included,False,Our,two,0.0,1,1.0,False,0,0,0,False,False,True
609,40,Black phlegmatic,False,it,chunks,0.0,1,0.5,True,0,0,0,False,False,True
21,213,and cheese,False,mac,and,0.0,1,0.08333333333333333,False,0,0,0,False,False,True
254,92,curds,False,cheese,bacon,0.0,1,0.5,False,0,0,0,False,False,True
509,434,And,False,building,this,0.0,2,0.030303030303030307,True,0,0,0,False,False,True
1002,79,gravy veg manchurian,False,with,with,0.0,1,1.0,False,0,0,0,False,False,True
85,26,sandwich and,False,chicken,a,0.0,1,0.16666666666666666,False,1,1,0,False,False,True
613,78,sandwiched,False,mall,between,0.0,1,1.0,False,0,0,0,False,False,True
509,154,peanuts,False,dollar,once,0.0,3,0.16666666666666666,False,0,0,0,False,False,True
